,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grade_level
17,GP,F, 16 ,U,GT3,T,3,3,other,other,reputation,mother,,,0,yes,yes,no,yes,yes,yes,no,no,5,3.0,2,1,1,4.0,4,8.0,10.0,10,MEDIUM
18,GP,M, 17 ,U,GT3,T,3,2,services,services,course,mother,1.0,1.0,3,no,yes,no,yes,yes,yes,yes,no,5,5.0,5,2,4,5.0,16,6.0,,5,low
19,GP,M,16,U,LE3,T,4,3,health,other,home,father,,1.0,0,no,no,yes,yes,yes,yes,yes,no,3,1.0,3,1,3,,4,8.0,10.0,10,medium
20,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1.0,2.0,0, no , no , no , no , yes , yes , yes , no ,4,,1,1,1,,0,13.0,14.0,15,high
21,GP,M,15,U,GT3,T,4,4,health,health,other,father,1.0,1.0,0,,,,,,,,,5,,2,1,1,5.0,0,12.0,15.0,15,high
22,GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1.0,2.0,0,no,no,no,yes,yes,yes,yes,no,4,5.0,1,1,3,5.0,2,15.0,15.0,16,high
23,GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,5,4.0,4,2,4,5.0,0,13.0,13.0,12,medium
24,GP,F,15,R,GT3,T,2,4,services,health,course,mother,1.0,3.0,0,YES,YES,YES,YES,YES,YES,YES,NO,4,3.0,2,1,1,5.0,2,10.0,9.0,8,low
25,GP,F,16,U,GT3,T,2,2,services,services,home,mother,1.0,1.0,2,no,yes,yes,no,no,yes,yes,no,1,2.0,2,1,3,5.0,?,6.0,,8,low
26,GP,M,15,U,GT3,T,2,2,other,other,home,mother,,1.0,0,NO,YES,YES,NO,YES,YES,YES,NO,4,2.0,2,1,2,5.0,2,12.0,12.0,11,medium
27,GP,M,15,U,GT3,T,4,2,health,services,other,mother,,,0,no,no,yes,no,yes,yes,yes,no,2,2.0,4,2,4,1.0,4,15.0,16.0, 15 ,high
28,GP,M,16,U,LE3,A,3,4,services,other,home,mother,,2.0,0,yes,yes,no,yes,yes,yes,yes,no,5,3.0,3,1,1,5.0,4,11.0,11.0,11,medium
29,GP,M, 16 ,U,GT3,T,4,4,teacher,teacher,home,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,4.0,5,5,5,5.0,16,10.0,,11,medium
30,GP,M,15,U,GT3,T,4,4,health,services,home,mother,1.0,2.0,0,no,yes,yes,no,no,yes,yes,no,5,,2,5,5,5.0,0,9.0,11.0,12,medium
31,GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,3.0,1,1,1,5.0,0,17.0,16.0,17,high
32,GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,yes,4,5.0,2,1,1,5.0,?,17.0,16.0,16,high
33,GP,M,15,U,LE3,T,3,3,other,other,course,mother,,2.0,0,no,no,no,yes,no,yes,yes,no,5,3.0,2,1,1,2.0,0,8.0,10.0,12,medium
34,GP,M,16,U,GT3,T,3,2,other,other,home,mother,1.0,1.0,0,no,yes,yes,no,no,yes,yes,no,5,4.0,3,1,1,,0,12.0,14.0,15,HIGH
35,GP,F,15,U,GT3,T,2,3,other,other,other,father,2.0,1.0,0,no,yes,no,yes,yes,yes,no,no,3,,1,1,1,,0,8.0,7.0, 6 ,low
36,GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1.0,3.0,0,no,yes,no,yes,yes,yes,yes,no,5,4.0,3,1,1,4.0,2,15.0,16.0,18,high
37,GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2.0,3.0,0,no,yes,no,yes,yes,yes,yes,yes,2,4.0,3,1,1,5.0,7,,16.0,15,high
38,GP,F,15,R,GT3,T,3,4,services,health,course,mother,1.0,3.0,0,yes,yes,yes,yes,yes,yes,yes,no,4,3.0,2,1,1,5.0,2,12.0,12.0, 11 ,medium
39,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,,1.0,0,,,,,,,,,4,3.0,1,1,1,2.0,8,14.0,13.0,13,medium
40,GP,F,16,U,LE3,T,2,2,other,other,home,mother,2.0,2.0,1,no,yes,no,yes,no,yes,yes,yes,3,3.0,3,1,2,3.0,25,7.0,,11,medium
41,GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1.0,1.0,0,no,yes,no,no,no,yes,yes,yes,5,4.0,3,2,4,5.0,8,12.0,12.0,12,medium
42,GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,3.0,3,1,1,5.0,2,19.0,18.0,18,high
43,GP,M,15,U,GT3,T,2,2,services,services,course,father,1.0,1.0,0,YES,YES,NO,NO,YES,YES,YES,NO,5,4.0,1,1,1,1.0,0,8.0,8.0,11,medium
44,GP,F,16,U,LE3,T,2,2,other,at_home,course,father,2.0,2.0,1,yes,no,no,yes,yes,yes,yes,no,4,3.0,3,2,2,,14,10.0,,9,low
45,GP,F,15,U,LE3,A,4,3,other,other,course,mother,1.0,2.0,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2.0,2,1,1,5.0,8,8.0,8.0,6,low
46,GP,F,16,U,LE3,A,3,3,other,services,home,mother,1.0,2.0,0,no,yes,no,no,yes,yes,yes,no,2,3.0,5,1,4,3.0,12,11.0,12.0,11,medium
47,GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1.0,4.0,0,NO,NO,NO,YES,YES,YES,YES,NO,4,2.0,2,1,1,2.0,4,19.0,19.0,20, HIGH 
48,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1.0,2.0,0,no,yes,yes,no,yes,yes,no,no,4,3.0,3,2,2,5.0,2,15.0,15.0,14,high
49,GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1.0,2.0,1,yes,yes,no,yes,no,yes,yes,no,4,4.0,4,1,1,3.0,2,7.0,7.0,7,low
50,GP,F,16,U,LE3,T,2,2,services,services,course,mother,3.0,2.0,0,no,yes,yes,no,yes,yes,yes,no,4,,3,2,3,,2,12.0,13.0,13,medium
51,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1.0,,0,no,yes,yes,no,yes,yes,yes,no,4,3.0,3,3,3,5.0,6,11.0,13.0,13, medium 
52,GP,M,15,U,LE3,A,4,2,health,health,other,father,2.0,1.0,1,no,no,no,no,yes,yes,no,no,5,5.0,5,3,4,5.0,6,11.0,11.0,10,medium
53,GP,F,15,U,GT3,T,4,4,services,services,course,mother,,1.0,0,yes,yes,yes,no,yes,yes,yes,no,3,3.0,4,2,3,5.0,0,8.0,10.0,11,medium
54,GP,F,15,U,LE3,A,3,3,other,other,other,mother,1.0,1.0,0,no,no,yes,no,yes,yes,yes,no,5,,4,4,4,1.0,6,10.0,13.0,13,medium
55,GP,F,16,U,GT3,A,2,1,other,other,other,mother,,2.0,0,no,no,yes,yes,yes,yes,yes,yes,5,3.0,4,1,1,2.0,8,,9.0,10, medium 
56,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1.0,2.0,0,NO,YES,YES,YES,YES,YES,YES,NO,4,3.0,2,1,1,1.0,0,14.0,15.0,15,HIGH
57,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,no,no,3,2.0,2,3,3,5.0,12,14.0,15.0,15,high
58,GP,M, 15 ,U,LE3,T,1,2,other,at_home,home,father,1.0,2.0,0,yes,yes,no,yes,yes,yes,yes,no,4,3.0,2,1,1,,2,9.0,10.0,9,low
59,GP,F,16,U,GT3,T,4,2,services,other,course,mother,,2.0,0,no,yes,no,no,yes,yes,yes,no,4,2.0,3,1,1,5.0,2,15.0,16.0,16, high 
60,GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,no,no,2,4.0,4,4,5,4.0,18,10.0,11.0, 11 ,medium
61,GP,F,16,U,GT3,T,1,1,services,services,course,father,4.0,1.0,0,YES,YES,NO,YES,NO,YES,YES,YES,5,5.0,5,5,5,5.0,6,10.0,8.0,11,MEDIUM
62,GP,F, 16 ,U,LE3,T,1,2,other,services,reputation,father,1.0,2.0,0,yes,no,no,yes,yes,yes,yes,no,4,4.0,3,1,1,1.0,4,8.0,10.0,9,low
63,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1.0,3.0,0,yes,yes,yes,yes,yes,yes,yes,no,3,4.0,4,2,4,4.0,2,10.0,9.0,9,LOW
64,GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1.0,2.0,0,yes,no,no,yes,yes,yes,yes,yes,4,4.0,4,2,4,2.0,0,10.0,10.0,10,medium
65,GP,F, 16 ,U,LE3,T,4,3,teacher,services,course,mother,3.0,2.0,0,NO,YES,NO,YES,YES,YES,YES,NO,5,4.0,3,3,4,,6,16.0,15.0,15,high
66,GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1.0,4.0,0,NO,YES,NO,YES,NO,YES,YES,YES,1,3.0,3,5,5,3.0,4,13.0,13.0,12,medium
67,GP,F, 16 ,U,GT3,T,3,1,services,other,course,mother,1.0,4.0,0,yes,yes,yes,no,yes,yes,yes,no,4,3.0,3,1,2,5.0,?,7.0,7.0, 6 ,low
68,GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2.0,,0,yes,yes,yes,no,yes,yes,yes,no,4,1.0,3,1,3,4.0,2,8.0,9.0,8,low
69,GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2.0,4.0,0,,,,,,,,,4,4.0,2,2,3,3.0,12,16.0,16.0,16,high
70,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2.0,4.0,0,no,yes,yes,no,yes,yes,yes,no,4,3.0,2,1,1,5.0,0,13.0,15.0,15,high
71,GP,M,15,U,GT3,T,4,2,other,other,course,mother,1.0,4.0,0,no,no,no,no,yes,yes,yes,no,3,3.0,3,1,1,3.0,0,10.0,10.0,10,medium
72,GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1.0,2.0,2,YES,YES,NO,NO,NO,YES,YES,YES,3,3.0,4,2,4,5.0,2,8.0,6.0,5,low
73,GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1.0,1.0,0,no,no,no,yes,yes,yes,no,no,5,3.0,2,2,2,5.0,2,,12.0,14,high
74,GP,F,16,U,GT3,T,3,3,other,services,home,mother,1.0,,0, yes , yes , yes , yes , yes , yes , yes , no ,4,3.0,3,4,5,5.0,162,11.0,, 11 ,medium
75,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,4,3.0,3,2,3,,6,9.0,9.0,10,medium
76,GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2.0,4.0,0,no,no,no,yes,yes,yes,yes,no,3,4.0,3,1,1,1.0,8,11.0,11.0,10,medium
77,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1.0,4.0,0,no,no,yes,no,yes,yes,yes,yes,5,2.0,3,1,3,3.0,?,11.0,11.0,11,medium
78,GP,M, 17 ,U,GT3,T,2,1,other,other,home,mother,2.0,1.0,3,YES,YES,NO,YES,YES,NO,YES,NO,4,,1,1,1,3.0,2,8.0,8.0,10,medium
79,GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1.0,2.0,0,no,yes,no,no,yes,yes,yes,no,2,4.0,3,1,2,3.0,12,5.0,5.0,5,low
80,GP,M,15,U,GT3,T,2,3,other,services,course,father,1.0,1.0,0,yes,yes,yes,yes,no,yes,yes,yes,3,2.0,2,1,3,3.0,2,10.0,12.0,12,medium
81,GP,M, 15 ,U,GT3,T,2,3,other,other,home,mother,1.0,3.0,0,,,,,,,,,5,,2,1,2,5.0,4,11.0,10.0,11,MEDIUM
82,GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1.0,2.0,0,no,yes,yes,no,yes,yes,yes,no,4,4.0,4,1,1,5.0,10,7.0,6.0,6,low
83,GP,M,15,U,LE3,T,2,2,services,services,home,mother,2.0,2.0,0,no,no,yes,yes,yes,yes,yes,no,5,3.0,3,1,3,4.0,4,15.0,15.0,15,high
84,GP,F,15,U,GT3,T,1,1,other,other,home,father,1.0,,0,no,yes,no,yes,no,yes,yes,no,4,3.0,2,2,3,4.0,2,9.0,10.0,10,medium
85,GP,F, 15 ,U,GT3,T,4,4,services,services,reputation,father,2.0,,2,,,,,,,,,4,4.0,4,2,3,5.0,6,7.0,9.0,8,low
86,GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1.0,2.0,0,no,yes,no,no,yes,yes,no,no,4,3.0,4,1,2,2.0,4,8.0,7.0,6,low
87,GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1.0,3.0,0,no,yes,no,yes,yes,yes,yes,no,5,3.0,3,1,3,1.0,4,13.0,14.0,14,high
88,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2.0,2.0,1, no , no , yes , yes , no , yes , yes , no ,4,4.0,2,1,1,3.0,12,11.0,10.0,10,medium
89,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,,2.0,0,no,yes,no,no,yes,yes,no,no,4,1.0,3,3,5,5.0,18,8.0,,7,low
90,GP,F, 16 ,U,GT3,T,3,3,other,other,home,mother,1.0,3.0,0,no,yes,yes,no,yes,yes,yes,yes,4,3.0,3,1,3,4.0,0,7.0,7.0,8,low
91,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1.0,1.0,0,no,no,yes,yes,yes,yes,yes,no,4,5.0,5,1,3,1.0,4,16.0,17.0,18,high
92,GP,F, 16 ,U,LE3,T,3,1,other,other,home,father,1.0,2.0,0,yes,yes,no,no,yes,yes,no,no,3,3.0,3,2,3,2.0,4,7.0,6.0,6,LOW
93,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,5,3.0,3,1,1,1.0,0,11.0,10.0,10, medium 
94,GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1.0,4.0,0,no,yes,no,yes,yes,yes,yes,no,4,3.0,4,1,1,4.0,?,11.0,13.0,14,HIGH
95,GP,F, 15 ,R,GT3,T,1,1,at_home,other,home,mother,2.0,4.0,1,yes,yes,yes,yes,yes,yes,yes,no,3,1.0,2,1,1,1.0,2,7.0,10.0,10,MEDIUM
96,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2.0,1.0,0,yes,yes,no,yes,no,yes,yes,no,3,3.0,3,1,1,4.0,2,11.0,15.0,15,high
97,GP,F,16,U,GT3,T,2,1,other,other,course,mother,1.0,,0,no,yes,yes,no,yes,yes,no,yes,4,3.0,5,1,1,5.0,2,8.0,9.0, 10 ,medium
98,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1.0,1.0,0,NO,NO,NO,YES,NO,YES,YES,NO,5,3.0,4,1,2,1.0,6,11.0,14.0,14,HIGH
99,GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1.0,3.0,0,yes,yes,yes,no,yes,yes,yes,no,5,3.0,5,1,1,3.0,0,7.0,9.0,8,low
100,GP,M,16,U,GT3,T,4,4,services,services,other,mother,1.0,1.0,0,YES,YES,YES,YES,YES,YES,YES,NO,4,5.0,5,5,5,4.0,14,7.0,,5,low
101,GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1.0,3.0,0,no,yes,no,yes,yes,yes,yes,yes,4,4.0,3,3,3,4.0,0,16.0,17.0,17,high
102,GP,M,15,U,GT3,T,4,4,services,other,course,mother,1.0,1.0,0, NO , YES , NO , YES , NO , YES , YES , NO ,5,3.0,3,1,1,5.0,4,10.0,13.0,14,high
103,GP,F,15,U,GT3,T,3,2,services,other,home,mother,2.0,2.0,0,yes,yes,yes,no,yes,yes,yes,no,4,,5,1,1,2.0,26,7.0,,6,low
104,GP,M,15,U,GT3,A,3,4,services,other,course,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,5,4.0,4,1,1,1.0,0,16.0,18.0,18,high
105,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1.0,4.0,0,YES,NO,NO,NO,YES,YES,NO,NO,4,3.0,3,1,1,4.0,10,10.0,11.0,11,medium
106,GP,F,15,U,GT3,T,2,2,other,other,course,mother,1.0,4.0,0,yes,yes,yes,no,yes,yes,yes,no,5,1.0,2,1,1,3.0,8,7.0,8.0,8,low
107,GP,M,16,U,GT3,T,3,3,services,other,home,father,1.0,3.0,0,no,yes,no,yes,yes,yes,yes,no,5,3.0,3,1,1,5.0,2,16.0,18.0,18,high
108,GP,M,15,R,GT3,T,4,4,other,other,home,father,4.0,,0,no,yes,yes,yes,yes,yes,yes,yes,1,3.0,5,3,5,1.0,6,10.0,13.0,13,medium
109,GP,F,16,U,LE3,T,4,4,health,health,other,mother,1.0,3.0,0,no,yes,yes,yes,yes,yes,yes,yes,5,4.0,5,3,3,4.0,12,14.0,15.0,16,HIGH
110,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1.0,1.0,0,NO,NO,NO,YES,YES,YES,YES,NO,5,5.0,3,1,1,4.0,6,18.0,19.0,19,HIGH
111,GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1.0,3.0,1,yes,yes,no,yes,yes,yes,yes,no,4,1.0,2,3,3,,0,7.0,10.0, 10 ,medium
112,GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1.0,2.0,1,yes,no,no,yes,yes,yes,yes,no,3,,2,1,1,5.0,6,10.0,13.0,13,medium
113,GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1.0,1.0,0,no,no,no,no,yes,yes,yes,no,3,5.0,2,1,1,3.0,10,18.0,19.0,19,high
114,GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1.0,2.0,0,no,no,no,yes,yes,yes,yes,yes,5,4.0,2,1,1,5.0,8,9.0,9.0,9,low
115,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,,2.0,0,no,yes,no,yes,yes,yes,yes,no,5,4.0,4,1,2,5.0,2,15.0,15.0,16,HIGH
116,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2.0,2.0,0,no,yes,no,yes,yes,yes,no,no,4,4.0,3,1,1,2.0,2,11.0,13.0,14,high
117,GP,M,16,U,GT3,T,3,3,other,services,home,father,,1.0,0,no,no,no,yes,yes,yes,yes,no,5,4.0,2,1,1,5.0,0,13.0,14.0, 13 ,medium
118,GP,M,17,R,GT3,T,1,3,other,other,course,father,3.0,2.0,1,no,yes,no,yes,yes,yes,yes,no,5,2.0,4,1,4,5.0,20,9.0,,8,low
119,GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1.0,1.0,0,NO,NO,NO,NO,YES,YES,YES,NO,3,4.0,3,1,2,4.0,6,14.0,13.0,13,medium
120,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1.0,2.0,0,no,no,no,no,no,yes,yes,no,3,2.0,3,1,2,1.0,2,16.0,15.0,15,high
121,GP,M,15,U,GT3,T,2,2,services,services,home,father,1.0,4.0,0,no,yes,yes,yes,yes,yes,yes,no,5,5.0,4,1,2,5.0,6,16.0,14.0,15,high
122,GP,F,16,U,LE3,T,2,4,other,health,course,father,2.0,,0,no,yes,yes,yes,yes,yes,yes,yes,4,2.0,2,1,2,5.0,2,13.0,13.0,13,medium
123,GP,M,16,U,GT3,T,4,4,health,other,course,mother,,1.0,0,no,yes,no,yes,yes,yes,yes,no,3,4.0,4,1,4,,18,14.0,,13,medium
124,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1.0,,0,no,no,yes,no,yes,yes,yes,yes,5,4.0,4,1,1,5.0,0,8.0,7.0,8,low
125,GP,M,15,U,GT3,T,3,4,services,services,home,father,1.0,1.0,0,yes,no,no,no,yes,yes,yes,no,5,5.0,5,3,2,5.0,0,13.0,13.0,12,medium
126,GP,F,15,U,LE3,A,3,4,other,other,home,mother,1.0,2.0,0,yes,no,no,yes,yes,yes,yes,yes,5,,2,1,1,1.0,0,7.0,10.0,11,medium
127,GP,F, 19 ,U,GT3,T,0,1,at_home,other,course,other,1.0,2.0,3,,,,,,,,,3,4.0,2,1,1,5.0,2,7.0,8.0,9, low 
128,GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1.0,1.0,2,no,yes,no,yes,yes,yes,yes,no,3,3.0,3,1,2,,0,7.0,4.0, 0 ,low
129,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1.0,1.0,0,no,no,yes,yes,yes,yes,yes,no,3,5.0,5,2,5,,8,18.0,18.0,18,high
130,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2.0,3.0,2,no,yes,no,no,yes,yes,yes,yes,4,,2,2,2,5.0,0,12.0,,0, low 
131,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3.0,1.0,0,no,yes,no,yes,no,yes,yes,yes,4,3.0,3,1,2,4.0,0,8.0,,0,LOW
132,GP,F,17,U,LE3,T,2,2,other,other,course,father,1.0,1.0,0,no,yes,no,no,yes,yes,yes,yes,3,4.0,4,1,3,,12,10.0,13.0,12,medium
133,GP,F,16,U,GT3,A,3,4,services,other,course,father,1.0,1.0,0,no,no,no,no,yes,yes,yes,no,3,2.0,1,1,4,5.0,16,12.0,,11,medium
134,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4.0,2.0,0, no , yes , no , no , yes , yes , no , yes ,5,3.0,3,1,1,5.0,0,9.0,,0,low
135,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1.0,,0, no , yes , no , yes , yes , yes , yes , yes ,4,3.0,3,1,1,5.0,0,11.0,,0,low
136,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3.0,2.0,0,no,no,no,no,yes,yes,no,no,5,4.0,5,2,4,5.0,0,10.0,,0,low
137,GP,F,16,U,GT3,A,3,3,other,other,course,other,2.0,1.0,2, no , yes , no , yes , no , yes , yes , yes ,4,3.0,2,1,1,,0,4.0,,0,low
138,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1.0,2.0,1,NO,NO,NO,NO,YES,YES,NO,YES,4,4.0,4,1,3,5.0,0,14.0,12.0,12,medium
139,GP,F, 15 ,U,GT3,T,4,4,teacher,teacher,course,mother,,,0, no , no , no , yes , yes , yes , yes , no ,4,3.0,2,1,1,5.0,0,16.0,16.0,15,high
140,GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2.0,4.0,0,yes,yes,no,no,yes,yes,yes,no,2,2.0,2,1,1,3.0,0,7.0,9.0,0,low
141,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2.0,1.0,2,no,yes,no,yes,yes,yes,yes,no,2,3.0,3,2,2,2.0,8,9.0,9.0, 9 ,low
142,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1.0,3.0,0,NO,YES,YES,YES,YES,YES,YES,NO,4,2.0,2,1,1,5.0,?,,11.0,11,medium
143,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1.0,1.0,0,no,no,no,no,yes,yes,yes,no,3,4.0,4,3,3,1.0,2,14.0,14.0,13,medium
144,GP,M,17,U,GT3,T,2,1,other,other,home,mother,1.0,1.0,3, no , yes , no , no , yes , yes , yes , no ,5,4.0,5,1,2,5.0,0,,,0,low
145,GP,F,15,U,GT3,T,1,1,other,services,course,father,1.0,2.0,0,no,yes,yes,no,yes,yes,yes,no,4,4.0,2,1,2,5.0,0,8.0,11.0,11, medium 
146,GP,F, 15 ,U,GT3,T,3,2,health,services,home,father,1.0,2.0,3,no,yes,no,no,yes,yes,yes,no,3,3.0,2,1,1,3.0,0,6.0,7.0,0,low
147,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1.0,2.0,0,NO,YES,YES,NO,NO,YES,YES,NO,4,3.0,2,3,3,5.0,6,10.0,11.0,11,medium
148,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1.0,1.0,0,no,yes,no,no,yes,no,yes,yes,3,3.0,2,2,1,5.0,0,7.0,6.0,0,LOW
149,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4.0,,3,NO,NO,NO,NO,YES,YES,YES,NO,4,5.0,5,2,5,5.0,0,8.0,9.0,10,medium
